text,true,finbert_pred,vader_pred,finbert_positive,finbert_negative,finbert_neutral
Last year SysOpen Digia invested in IBM product know-how in the building of portal and trading place systems and successfully implemented customer solutions supported by it .,positive,positive,positive,0.8505070209503174,0.006291402969509363,0.143201544880867
"( ADP News ) - Oct 1 , 2008 - Finnish consulting and engineering company Poyry Oyj ( OMX : POY1V ) said today it was awarded a EUR 5.2 million ( USD 7.4 m ) extension to their existing consultancy engineering contract with Venezuel",positive,positive,positive,0.9498793482780457,0.02266506291925907,0.0274556465446949
"( ADP News ) - Oct 31 , 2008 - Finnish food company Raisio Oyj ( OMX : RAIVV ) said today that its net profit jumped to EUR 16.4 million ( USD 20.9 m ) for the first nine months of 2008 from EUR 1.1 million for the same period of 2",positive,positive,positive,0.9442790746688843,0.031108029186725616,0.024612853303551674
"( ADP News ) - Sep 30 , 2008 - Finnish security and privacy software solutions developer Stonesoft Oyj said today that it won a USD 1.9 million ( EUR 1.3 m ) order to deliver its StoneGate network security products to an unnamed Russian te",positive,positive,positive,0.9447584748268127,0.01723647676408291,0.03800502419471741
"Meanwhile , Electrowatt-Ekono Philippines , Inc. was also awarded a three-year operation and maintenance ( O&M ) contract by FR Cement Corporation .",positive,positive,positive,0.9520587921142578,0.017745602875947952,0.030195584520697594
"Meanwhile , Nokia said that it will be able to deliver a complete range of services from deployment operations to consulting and integration to managed services as a result of the buyout .",positive,positive,neutral,0.8841397166252136,0.00675877695903182,0.1091015413403511
NORDIC BUSINESS REPORT-26 June 2006-Metso Corporation wins EUR50m equipment order in Australia -® 1998-2006 M2 COMMUNICATIONS LTD The Finnish engineering and technology group Metso Corporation said on Monday ( 26 June ) that it has received a EUR50m equipment order in Australia .,positive,positive,positive,0.9369269013404846,0.012957919389009476,0.05011521279811859
Outotec 's net profit for the second quarter of 2007 jumped to 16.8 mln euro ( $ 23.1 mln ) from 4.6 mln euro ( $ 6.3 mln ) a year ago .,positive,positive,positive,0.9489136338233948,0.02815847285091877,0.022927874699234962
Pretax profit jumped to EUR 21.9 million from EUR 3.1 million .,positive,positive,positive,0.9498106241226196,0.02606465108692646,0.024124672636389732
"Profitability ( EBIT % ) was 13.9 % , compared to 13.1 % in the previous-year period .",positive,positive,positive,0.5747005343437195,0.395052433013916,0.030246999114751816
Raute Corporation has received orders worth over EUR 12 million from OOO Ilim Bratsk DOK in Russia .,positive,positive,positive,0.9152060151100159,0.008815469220280647,0.07597857713699341
"Recovery has been evident in the liquid handling business , particularly in areas outside Europe and primarily in North America and Asia .",positive,positive,neutral,0.9582210183143616,0.0166726466268301,0.02510637603700161
"Sales improved to SEK 1,553 mn , compared with SEK 1,408 mn .",positive,positive,positive,0.9552876353263855,0.02985854633152485,0.014853819273412228
"Savon koulutuskuntayhtyma , Finland based company has awarded contract for specialist agricultural or forestry machinery .",positive,positive,positive,0.9491856694221497,0.012215117923915386,0.03859927877783775
SKF 6 April 2010 - Alandsbanken has given a `` buy '' recommendation on Swedish industrial company SKF AB ( STO : SKF B ) with a share price target of SEK150 .,positive,positive,positive,0.9273674488067627,0.013305987231433392,0.05932651460170746
Sony Ericsson and Nokia dominated the list of best-selling handsets with five models each .,positive,neutral,neutral,0.1841375082731247,0.016565721482038498,0.7992967367172241
"Speaking to just-drinks today , a spokesperson for Olvi said : `` We have performed very well in all four countries we operate in - namely , Finland , Estonia , Latvia and Lithuania . ''",positive,positive,positive,0.952409029006958,0.015109395608305931,0.03248163312673569
Sports equipment sales also progressed well owing to the prolonged winter season .,positive,positive,positive,0.954476535320282,0.021803680807352066,0.023719800636172295
TELE2 Affarsvarlden gave a `` buy '' recommendation on mobile operator Tele2 AB and a share price target of 142 crowns ( $ 23.54 - 15.19 euro ) .,positive,positive,positive,0.738159716129303,0.014609988778829575,0.24723024666309357
That topped consensus forecasts for earnings of 0.21 euros a share .,positive,positive,positive,0.9411470890045166,0.022253984585404396,0.036598801612854004
The acquisition of Kaupthing Sverige will bring a significant positive non-recurring addition to the group 's performance .,positive,positive,positive,0.9496080875396729,0.01593530736863613,0.0344565287232399
The acquisition will have an immediate positive impact on Aspocomp 's financial result .,positive,positive,positive,0.9400229454040527,0.014867912046611309,0.045109137892723083
The amending of the proposal simplifies the proposed plan and increases the incentive for key employees to stay in the Company .,positive,positive,positive,0.5542043447494507,0.050476737320423126,0.3953189551830292
"The Australian company Mirabela Nickel has awarded Outokumpu Technology a contract for grinding technology for its nickel sulfide project in Bahia State , Brazil .",positive,positive,positive,0.9452291131019592,0.015880616381764412,0.03889031708240509
"The broker has initiated both Palfinger AG and Konecranes OYJ with ` buy ' recommendations , with 51 and 42 eur price targets respectively .",positive,positive,positive,0.6578841805458069,0.014364715665578842,0.32775112986564636
The company aims to maintain this trend in profitability during the current year .,positive,positive,positive,0.9517281651496887,0.015316968783736229,0.03295494243502617
The company also said that in Poland a profitability program has been launched at the Oborniki steel frame and sandwich panel plant .,positive,positive,positive,0.8933430314064026,0.0068654948845505714,0.09979148209095001
The company is also featured in the Ethibel Pioneer Investment Register and included in Innovest 's Global 100 list of the world 's most sustainable corporations .,positive,positive,neutral,0.7241744995117188,0.008546884171664715,0.26727861166000366
The company said it observed a current stabilisation in prices and there is potential for higher prices for deliveries in the first quarter of 2011 .,positive,positive,neutral,0.9451718330383301,0.02916325069963932,0.02566499449312687
The company will also be compensated for acting as a reserve batch plant .,positive,negative,neutral,0.29071855545043945,0.6810485124588013,0.028232943266630173
The Group also has a strong global position in other fishing categories .,positive,positive,positive,0.8126964569091797,0.005815270356833935,0.1814883053302765
The Group 's cash flow from operations will be positive .,positive,positive,positive,0.948260486125946,0.01565941981971264,0.03608015924692154
The mill has long traditions and holds an established position in the markets .,positive,positive,neutral,0.8282896876335144,0.0075737047009170055,0.1641365885734558
"The original name Componenta +àm+Ñl , as a subsidiary of the Finnish Componenta Group , has been changed to +àm+Ñl Components and the company has seen a 63 % growth in Q1 2010 , in comparison to Q1 2009 .",positive,positive,positive,0.9413334131240845,0.012928751297295094,0.04573782905936241
"The pilot project proved that RIFD technology is ideal for our purposes '' , comments Olli Saarinen , Material Handling Supervisor at Yara .",positive,positive,positive,0.8497452735900879,0.008100531063973904,0.14215412735939026
"The planned facility , estimated to cost around $ 814 million , would be the largest biodiesel plant in the world , and use palm oil certified by the Roundtable on Sustainable Palm Oil ( RSPO ) .",positive,neutral,neutral,0.3686995804309845,0.007071447093039751,0.6242289543151855
This combined with foreign investments creates interesting opportunities for Solteq .,positive,positive,positive,0.8494797348976135,0.006507483310997486,0.14401283860206604
This resulted in improved sales figures in Sweden .,positive,positive,positive,0.9570390582084656,0.02690611220896244,0.016054769977927208
"Under the agreement GeoSentric will provide GyPSii-powered hotel information and reservation services to visitors to China , including such popular cities as Beijing and Shanghai .",positive,neutral,positive,0.4806438088417053,0.006841725669801235,0.5125144720077515
"Vaisala also said it expects net sales of EUR 253.2 million for 2010 , compared with EUR 252.2 million recorded in 2009 .",positive,positive,neutral,0.8656061887741089,0.11381740868091583,0.020576415583491325
Validating our fgVoIP client through Symbian Signed represents a significant step forward in accomplishing this goal .,positive,positive,positive,0.8973519206047058,0.008140817284584045,0.09450723230838776
- UPM-Kymmene upgraded to ` in-line ' from ` underperform ' by Goldman Sachs .,positive,positive,neutral,0.9490261077880859,0.029157821089029312,0.021816089749336243
`` Consumers have very well received our packed fresh meat .,positive,positive,positive,0.9242874383926392,0.014491099864244461,0.06122149899601936
`` Demand for sports equipment was good in 2005 .,positive,positive,positive,0.9426997303962708,0.014728236943483353,0.04257206246256828
"`` Last year , Finnair recorded a 32.6-percent growth on the Asian sector , carrying more than 1.10 million passengers between the two continents . ''",positive,positive,positive,0.9051768779754639,0.011566516943275928,0.08325668424367905
`` The lowering of prices by us and by our competitors shows that the real estate market has stabilised and returned into balance and apartments are acquiring a fair price in the eyes of our clients .,positive,positive,positive,0.951406717300415,0.017538128420710564,0.03105512633919716
"`` The new structure provides better communication , faster decision-making and cost savings , '' Proha said .",positive,positive,positive,0.8964062929153442,0.007969457656145096,0.0956241711974144
"`` This contract demonstrates our ability to apply our minerals and metals technologies in adjacent industries , such as oil shale processing .",positive,positive,positive,0.9185364842414856,0.008812232874333858,0.07265137135982513
"`` We have tailored our solutions to meet Solel 's technical requirements , and the result is both cost-effective manufacturing and highest-quality reflectors . ''",positive,positive,positive,0.8703746199607849,0.006998813711106777,0.12262656539678574
`` We 've been feeling quite positive about the region as a whole .,positive,positive,positive,0.9408981800079346,0.02251538634300232,0.036586321890354156
21 December 2010 - Finnish industrial machinery company Wartsila Oyj Abp HEL : WRT1V said yesterday it had won an order to design a liquefied natural gas LNG powered platform supply vessel PSV for Norwegian oil service provider Eidesvik Offshore ASA OSL : EIOF .,positive,positive,positive,0.9471642971038818,0.01514270156621933,0.03769303858280182
Finlan 's listed food industry company HKScan Group controlled companies in the Baltics improved revenues by EUR 3.5 mn to EUR 160.4 mn in 2010 from EUR 156.9 mn in the year before .,positive,positive,positive,0.952104389667511,0.03032110072672367,0.017574500292539597
"Finnish airline Finnair has won a deal with the UK public sector to be the official airline for flights from London Heathrow to Osaka in Japan , as well as flights between Manchester in the UK and Helsinki in Finland .",positive,positive,positive,0.9270996451377869,0.012021863833069801,0.06087843328714371
Finnish Cargotec has been awarded a significant order for a total of 292 Hiab loader cranes by BAE Systems in the US .,positive,positive,positive,0.9488463997840881,0.015538789331912994,0.035614825785160065
Finnish Cargotec 's Kalmar has received a significant order from the US Department of Defense .,positive,positive,positive,0.9520084261894226,0.01843462698161602,0.029556969180703163
Finnish Outotec has been awarded a contract to supply a new zinc roaster with gas cleaning and sulphuric acid plant for the OZK Kardzhali zinc smelter in Bulgaria .,positive,positive,positive,0.9455677270889282,0.01410673838108778,0.04032548516988754
"According to a report by Neomarkka , Kuitu Finland 's customers are interested in buying the company 's products when it restarts production .",positive,neutral,positive,0.42115500569343567,0.010644801892340183,0.5682002305984497
Cargotec Germany GmbH has been awarded a contract by Stadtverwaltung Mainz for chassis bodies under Open procedure .,positive,positive,positive,0.9395394921302795,0.012126021087169647,0.0483345203101635
CEO Erkki J+ñrvinen is happy with the company 's performance in 2010 .,positive,positive,positive,0.9432334303855896,0.018455535173416138,0.03831096366047859
Deliveries have started and the network will be ready for a launch soon .,positive,positive,positive,0.5860552191734314,0.009995409287512302,0.4039493799209595
"Earnings per share for the quarter were also higher year-on-year at 0.33 eur versus 0.27 , and above market expectations of 0.28 eur .",positive,positive,positive,0.9532070159912109,0.030897928401827812,0.01589507982134819
"EBITDA for the year 2009 improved to EUR484m , as compared with EUR472m in 2008 .",positive,positive,positive,0.9566880464553833,0.027813421562314034,0.015498499386012554
"Estonian telecoms company Elisa 's customer numbers cross 400,000 TALLINN , Oct 22 , BNS - The Estonian telecommunications company Elisa won approximately 50,000 new clients in the nine months of this year , bringing the number to 401,800 by the end of September , the company said .",positive,positive,positive,0.940009593963623,0.01449870690703392,0.04549168795347214
"Exel Composites ' long-term growth prospects remain favourable , however .",positive,positive,positive,0.9536017775535583,0.017254682257771492,0.029143599793314934
fi is developing cooperation in keyword advertising with Microsoft .,positive,positive,neutral,0.6173343062400818,0.0074433633126318455,0.37522223591804504
"Finnish construction group Lemminkainen Oyj HEL : LEM1S said today it has won a contract to provide technical services for the Nevsky Centre shopping mall to be opened in November in St Petersburg , Russia .",positive,positive,positive,0.9458480477333069,0.018795225769281387,0.03535671904683113
"Finnish software developer Basware Oyj said on November 30 , 2006 its U.S. subsidiary Basware , Inc. won an order to provide software for contract lifecycle management to an unnamed U.S. medical technology company .",positive,positive,positive,0.9324445724487305,0.01753675565123558,0.05001869797706604
"However , sales volumes in the food industry are expected to remain at relatively good levels in Finland and in Scandinavia , Atria said .",positive,positive,positive,0.9568198323249817,0.018649982288479805,0.024530164897441864
Nordea sees a return to positive growth for the Baltic countries in 2011 .,positive,positive,positive,0.9542351961135864,0.017407778650522232,0.02835707552731037
Operating profit improved by 16.7 % to EUR 7.7 mn .,positive,positive,positive,0.9624190330505371,0.021564306691288948,0.01601661741733551
Operating profit improved by 39.9 % to EUR 18.0 mn from EUR12 .8 mn .,positive,positive,positive,0.9552611112594604,0.02594763971865177,0.018791288137435913
Operating profit improved by 44.0 % to ER 4.7 mn from EUR 3.3 mn in 2004 .,positive,positive,positive,0.9543300867080688,0.027380747720599174,0.01828918792307377
Operating profit improved to EUR 20.3 mn from EUR 11.4 mn .,positive,positive,positive,0.9540868997573853,0.02580377832055092,0.020109279081225395
"Previously , the company anticipated its operating profit to improve over the same period .",positive,positive,positive,0.9602458477020264,0.01862858608365059,0.02112559787929058
Productional situation has now improved .,positive,positive,positive,0.958660900592804,0.016997670754790306,0.024341454729437828
Rautaruukki said construction group YIT has awarded it a 2.5 mln eur contract to supply the steel structures for a new bridge spanning the Kemijoki river in Northern Finland .,positive,positive,positive,0.9464569687843323,0.01691620424389839,0.03662682697176933
"Sales came in at 241 mln eur , compared with 211.4 mln , and also beating consensus forecasts of 235 mln eur .",positive,positive,negative,0.9529486894607544,0.029535194858908653,0.017516128718852997
"Sales VAT inclusive expanded by 19 percent , to 351 million euros .",positive,positive,neutral,0.9582602977752686,0.014367230236530304,0.02737235650420189
Strong growth has continued also in China .,positive,positive,positive,0.9521748423576355,0.013594796881079674,0.034230396151542664
Teleste and Sentry 360 have formed an integration partnership between Sentry s advanced 360-degree immersive camera product line and Teleste s enterprise video management systems .,positive,positive,positive,0.8572450876235962,0.006978957448154688,0.13577592372894287
"Thanks to the multiplying effect of wagon performance , transport will be much more efficient , '' says development manager Juha Malkia from VR Cargo .",positive,positive,positive,0.9050748348236084,0.009034354239702225,0.08589088171720505
The aim is to achieve EUR 2.5 mn yearly savings .,positive,positive,neutral,0.9388595819473267,0.010222820565104485,0.0509176105260849
The borrower was happy to do the roadshow and this paid off as the hit ratio from it was high .,positive,positive,positive,0.9373981356620789,0.02354291081428528,0.03905903920531273
"The company , which makes garden tools , scissors and other consumer goods , said earnings were boosted by 6.9 mln eur of income it received from its 16.7 pct shareholding in Finnish engineering group Wartsila .",positive,positive,positive,0.9534657597541809,0.01725027710199356,0.029284005984663963
The company anticipates its turnover for the whole 2010 to surpass that of the previous year when it was EUR 67.1 million .,positive,positive,neutral,0.9520881772041321,0.019991502165794373,0.027920322492718697
The EPS improved to EUR0 .38 from EUR0 .27 .,positive,positive,positive,0.9533208012580872,0.025111887603998184,0.02156735397875309
"The financial impact is estimated to be an annual improvement of EUR2 .0 m in the division 's results , as of fiscal year 2008 .",positive,positive,positive,0.9486306309700012,0.02778485044836998,0.023584455251693726
"The financial impact is estimated to be some 1.5 MEUR annual improvement in the division 's result , starting from fiscal year 2007 .",positive,positive,positive,0.9434811472892761,0.03016859106719494,0.02635020948946476
The Finnish group anticipates a sales gain of EUR42m after tax and expenses .,positive,positive,positive,0.9475130438804626,0.01640348508954048,0.036083366721868515
"The launch of the plant in June went well , and it has been producing the advanced fuel for a couple of weeks .",positive,positive,positive,0.8355069756507874,0.00791066512465477,0.15658238530158997
The rationalization of the operations seeks to achieve over EUR 1 million in yearly savings as from the second quarter of the current financial year .,positive,positive,neutral,0.9238259196281433,0.01066779438406229,0.06550630182027817
"The sale , which will result in a gain of some EUR 60 million in the second quarter of 2010 for Oriola-KD , supports the Finnish company 's strategy to focus on pharmaceutical wholesale and retail operations .",positive,positive,positive,0.896350085735321,0.0067105419002473354,0.09693942964076996
The third order awarded to Outokumpu Technology is by Shalkiya Zinc of Kazakhstan for the Shalkiya zinc-lead project in Kazakhstan .,positive,positive,positive,0.5319116711616516,0.008210443891584873,0.4598778486251831
This acquisition supports our strategy of being close to our customers all around the world offering both equipment and related services .,positive,positive,positive,0.8655484318733215,0.006421342957764864,0.1280302256345749
"Turun kaupunkin , Finland based company has awarded contract to Lemminkainen Talotekniikka Oy for electrical installation work .",positive,positive,positive,0.9487452507019043,0.016489101573824883,0.03476564213633537
These moderate but significant changes resulted in a significant 24-32 % reduction in the estimated CVD risk .,positive,positive,positive,0.9509330987930298,0.025956906378269196,0.023109877482056618
Uponor improved its performance in spite of the decrease in residential construction in the US .,positive,positive,negative,0.9591855406761169,0.019686346873641014,0.021128058433532715
The inventor was issued U.S. Patent No. .,neutral,neutral,neutral,0.0665072351694107,0.016977539286017418,0.9165152311325073
"Amer Sports divests an industrial site in Rumilly , France -  This announcement is distributed by Thomson Reuters on behalf of Thomson Reuters clients .",neutral,neutral,neutral,0.023098651319742203,0.024707244709134102,0.952194094657898
"Simultaneously , his responsibility area is extended from legal affairs to cover also mergers and acquisitions .",neutral,neutral,positive,0.09089093655347824,0.011319143697619438,0.8977899551391602
The Board of Directors has proposed the Extraordinary General Meeting to authorise the Board to decide on the issuance of a maximum of 30mn new shares in one or more share issues .,neutral,neutral,positive,0.061565279960632324,0.012517989613115788,0.9259166717529297
"Once your plants are in the ground they will continue to grow , but the success of any garden lies in how well it 's maintained .",neutral,neutral,positive,0.18349558115005493,0.010605370625853539,0.8058990240097046
"Poyry 's contract includes engineering management , civil and detail engineering services , and time scheduling and procurement services .",neutral,neutral,neutral,0.026271089911460876,0.026909003034234047,0.9468198418617249
"A maximum of 20 employees , who work in Karttakeskus and are responsible for producing Geographic Information Services , will be affected , the company added .",neutral,negative,positive,0.010189518332481384,0.8686977624893188,0.12111271172761917
Juha-Pekka Weckstr+Âm has been appointed President of telecom group TeliaSonera Finland to succeed Esa Rautalinko .,neutral,neutral,positive,0.032217759639024734,0.048205602914094925,0.9195766448974609
"According to the original merger plan , Scanfil would get a 79 % stake in the combined business .",neutral,neutral,positive,0.10152500122785568,0.008625669404864311,0.8898493647575378
"Addus ' services include personal care and assistance with activities of daily living , skilled nursing and rehabilitative therapies , and adult day care .",neutral,neutral,positive,0.06322307884693146,0.013975783251225948,0.9228011965751648
"Aldata Solution Oyj Bertrand Sciard President and CEO Further information : Aldata Solution Oyj , Bertrand Sciard , President and CEO , tel. +33 1 46 48 28 00 Aldata 100 % Retail-Wholesale At Aldata 100 % of our business is dedicated to retail and wholesale business improvement .",neutral,neutral,positive,0.08543316274881363,0.008384255692362785,0.9061825275421143
Alfa group will have 43.9 % of voting stock in the new company and Telenor 35.4 % with a free float of 20.7 % .,neutral,neutral,positive,0.04075302183628082,0.012279469519853592,0.9469674825668335
All are welcome .,neutral,neutral,positive,0.19030603766441345,0.02035299316048622,0.7893409729003906
Altogether 150 subjects with mildly elevated cholesterol levels participated in the four-month long intervention .,neutral,neutral,neutral,0.19885963201522827,0.03657640889286995,0.7645639777183533
"Arto Ryymin , born 1964 , will replace Juhani Kaisanlahti who has worked as acting EVP , Healthcare & Welfare since August 2007 .",neutral,neutral,neutral,0.026273103430867195,0.14296497404575348,0.8307619690895081
At CapMan Haavisto will be responsible for Group Finances and Accounting and IT .,neutral,neutral,positive,0.02836558409035206,0.017398912459611893,0.9542354941368103
"By implementing the software the Finnish Army aims to unify and improve its operations in these application areas , QPR Software stated .",positive,positive,positive,0.9269748330116272,0.008835054002702236,0.06419014185667038
"Cablevision Systems Corp. CVC Their Madison Square Garden division owns and operates the New York Knickerbockers basketball team ; they also own the Madison Square Garden Arena , the New York Rangers hockey team , the New York Liberty women 's basketball team , and the Hartford Wolf Pack hockey team .",neutral,neutral,positive,0.02295285277068615,0.022508220747113228,0.954538881778717
"CapMan has six investment areas CapMan Buyout , CapMan Technology , CapMan Life Science , CapMan Russia , CapMan Public Market and CapMan Real Estate , and each of them has a dedicated team and funds .",neutral,neutral,positive,0.05535546690225601,0.011336438357830048,0.9333081245422363
"CapMan Plc Press Release 31 March 2008 Jukka Ruuska , President of the OMX Nordic Exchanges and the Stockholm Stock Exchange , will transfer to CapMan effective no later than September 2008 .",neutral,neutral,positive,0.02051715739071369,0.03536883369088173,0.9441140294075012
"cents The profile contains business operations , the company history , major products and services , prospects , key competitors , structure and key employees , locations and subsidiaries .",neutral,neutral,positive,0.02780926413834095,0.019181331619620323,0.9530094265937805
"Conference Call To participate via a conference call , please dial in 5-10 minutes before the beginning of the event : +44 0 20 7162 0025 Europe or +1 334-á323-á6201 USA .",neutral,neutral,positive,0.02638132870197296,0.024475272744894028,0.9491434097290039
Construction is scheduled to start in April-June 2007 and to be completed in early 2008 .,neutral,neutral,neutral,0.08775284886360168,0.01251643430441618,0.8997307419776917
"Fiskars , the World 's  1 Scissors Brand TM , recently won Learning -« Magazine 's 2011 Teachers ' Choice Award for the Classroom .",positive,positive,positive,0.7950850129127502,0.010151292197406292,0.19476374983787537
"Founded in 1946 , Strand Associates , which provides civil , environmental , transportation , electrical and mechanical engineering services , has 350 employees at 10 offices in Wisconsin , Alabama , Illinois , Indiana , Kentucky and Ohio .",neutral,neutral,neutral,0.03800731152296066,0.01910911314189434,0.9428836107254028
Halonen 's office acknowledged receiving the letter but declined comment .,neutral,neutral,neutral,0.031270187348127365,0.1607440859079361,0.8079857230186462
"He does not believe , however , that HKScan or Atria will start to use imported meat as Finnish consumers prefer domestic products .",neutral,neutral,neutral,0.07654672861099243,0.02125863917171955,0.9021946787834167
"Headquartered in this city , the company is nearly 75 years old and focuses on science-based innovation and technology for environmental measurement .",neutral,neutral,positive,0.11842403560876846,0.008362779393792152,0.8732131719589233
"In 2009 , Lee & Man had a combined annual production capacity of close to 4.5 million tonnes of paper and 300,000 tonnes of pulp .",neutral,neutral,neutral,0.06669771671295166,0.012549960054457188,0.9207523465156555
"In the method the smelt spouts 2 are separated from the working area 6 by a shielding wall 8 , 10 arranged movable in relation to the smelt spouts .",neutral,neutral,neutral,0.019506582990288734,0.03922223672270775,0.941271185874939
"Investments span across various product and investment types , including retail , hospitality , office , and residential , with interests in real-estate portfolios , non-performing loans and corporate restructurings .",neutral,neutral,positive,0.03491968661546707,0.018154975026845932,0.9469253420829773
"It is necessary to strengthen the company 's operations , however .",neutral,positive,positive,0.8629148006439209,0.008855261839926243,0.1282299906015396
Le Lay succeeds Walter G++nter and will be based in Finland .,neutral,neutral,positive,0.030387459322810173,0.018185613676905632,0.9514269828796387
"Lemminkainen Infra Oy 's subsidiary Lemminkainen Sverige AB will perform the construction work , which is expected to start in early 2011 and to be completed in the summer of 2013 .",neutral,neutral,neutral,0.0937633067369461,0.013571301475167274,0.8926653861999512
"Los Angeles-based Pacific Office Properties Trust acquires , owns , and operates office properties in the western U.S. , focusing initially on the markets of Honolulu , San Diego , Los Angeles , and Phoenix .",neutral,neutral,positive,0.050964418798685074,0.012356104329228401,0.936679482460022
"Master of Mayawas jointly developed by Nokia Siemens Networks and UFA - FremantleMedia , and will be actively advertised by Maxis in the end of May 2007 .",neutral,neutral,positive,0.10297657549381256,0.007815442979335785,0.8892080187797546
"Mr. Mikko Saavalainen , head of Comptel 's Global Sales concludes : `` Gibtelecom provides a perfect illustration of the variety of business , technical and regulatory challenges operators are facing in their OSS today .",neutral,neutral,positive,0.4008336365222931,0.048550110310316086,0.5506162643432617
"Neste Oil said that while results from its biomass to 3 liquids demonstration plant , commissioned in June 2009 , have been promising , no decision on a commercial plant has been taken .",neutral,neutral,positive,0.12243594974279404,0.018208781257271767,0.8593552112579346
"Nokia will continue to invest in future development of Qt , and Digia will be responsible for commercial licensing and services business .",neutral,neutral,positive,0.08948396891355515,0.008158814162015915,0.9023572206497192
"Nonwovens and specialty papers , made by Ahlstrom , are used in a large variety of everyday products , e.g. in filters , wipes , flooring , labels , and tapes .",neutral,neutral,neutral,0.026988714933395386,0.030488213524222374,0.9425230622291565
"Only this time , Nokia , India 's largest MNC , has sought out a topic that could spark off a million approaches ` Creativity in Emerging Markets .",neutral,neutral,positive,0.3145829141139984,0.01142746303230524,0.6739895939826965
Other potential clients include public administration organizations investing in utility networks and services .,neutral,neutral,neutral,0.12953394651412964,0.007833828218281269,0.862632155418396
"Our solutions are fully Arabized , and our message is that we want to become the IT partner of choice for businesses in the Near-East region .",neutral,positive,positive,0.84616619348526,0.006658554542809725,0.14717520773410797
"Professional and consumer applications include personal navigation , personal safety , field and workflow management , and asset tracking .",neutral,neutral,positive,0.032104212790727615,0.03192488104104996,0.9359708428382874
Satama and Trainers ' House will remain as names and independent brands of the business areas .,neutral,neutral,neutral,0.05171095207333565,0.010262520983815193,0.9380265474319458
"Talvik says the relocation of application programs on servers will continue , while HP servers were approved because of HP supplying a tailor-made solution to Elisa .",neutral,positive,positive,0.529011070728302,0.013065271079540253,0.45792368054389954
"Technopolis and the St. Petersburg government signed a cooperation memorandum in October 2005 to set up a techno-park in the Neudorf production zone in the village of Strelny , in the St. Petersburg suburbs .",positive,positive,neutral,0.8792011737823486,0.009288056753575802,0.11151069402694702
Tekla Structures 16 is ` all about you and your team ' and compatible with the Windows 7 operating system .,neutral,neutral,neutral,0.117677241563797,0.008400814607739449,0.8739219307899475
"The above mentioned shareholders will suggest that a monthly salary of EUR 1,400 would be paid for the Board members outside the company .",neutral,neutral,neutral,0.050954509526491165,0.035957928746938705,0.9130876064300537
"The address location is provided to a local controller , preferably by wireless transmission , which then uses the address location to access the appliance control module .",neutral,neutral,neutral,0.027069414034485817,0.019843868911266327,0.9530867338180542
The Bank is also examining the benefits of transferring the Swedish business to operate as a branch office so that the operations would be governed by Finland 's laws .,neutral,neutral,positive,0.23490162193775177,0.008041326887905598,0.7570570707321167
The company admits that 36 months is a relatively short time when operating in Russia .,neutral,neutral,positive,0.05179210752248764,0.16573771834373474,0.7824702262878418
"The company is in charge of all natural gas storage activities in France , Great Britain , and Germany .",neutral,neutral,positive,0.03552106022834778,0.014169509522616863,0.9503093957901001
"The device can also be used for theft protection and positioning of vehicles , boats and other assets .",neutral,neutral,positive,0.038416750729084015,0.024597488343715668,0.9369857907295227
"The donations are granted to Aalto University and the universities of Helsinki , Tampere , Turku , Eastern Finland , Jyv+ñskyl+ñ , Oulu and Vaasa , and to polytechnics to be announced later .",neutral,neutral,positive,0.09007176011800766,0.010435108095407486,0.8994930982589722
The first phase will be completed by the end of 2012 .,neutral,neutral,neutral,0.14130741357803345,0.008751168847084045,0.8499413728713989
"The guidance has been set at 90 basis points over mid-swaps , the report said .",neutral,neutral,neutral,0.06424251198768616,0.01800619438290596,0.9177512526512146
The invention carries International Patent Publication No. .,neutral,neutral,neutral,0.03557237237691879,0.021281395107507706,0.943146288394928
"The inventors are Bylander Johan , Ponten Fredrik and Lundberg Jorgen .",neutral,neutral,neutral,0.03659875690937042,0.018049487844109535,0.9453517198562622
"The inventors are Mukkavilli Krishna Kiran , Sabharwal Ashutosh and Aazhang Behnaam .",neutral,neutral,neutral,0.041315171867609024,0.01630808599293232,0.9423767328262329
"The Inventors are Ridge Justin , Bao Yiliang and Karczewicz Marta .",neutral,neutral,neutral,0.05371291562914848,0.014108170755207539,0.9321789145469666
The issuer is solely responsible for the content of this announcement .,neutral,neutral,positive,0.018739286810159683,0.032331738620996475,0.948928952217102
The issuer is solely responsible for the content of this announcement .,neutral,neutral,positive,0.018739286810159683,0.032331738620996475,0.948928952217102
"The market making in accordance with the agreement will begin on September 24 , 2009 .",neutral,neutral,positive,0.03604530543088913,0.01484508253633976,0.9491095542907715
"The offer price is $ 35 million , including cash of $ 10 million as net debt assumption of FACE , and $ 20 million worth of Cencorp shares to be issued to Savcor .",neutral,neutral,positive,0.05126473307609558,0.01173173263669014,0.937003493309021
The original patent was filed in Finland under application No. .,neutral,neutral,positive,0.03337900713086128,0.018785320222377777,0.9478356242179871
"The rewards to be paid on the basis of the earning period 2011 will correspond to the value of a maximum total of 364,000 Componenta Corporation shares including also the proportion to be paid in cash .",neutral,neutral,positive,0.04138144105672836,0.013094639405608177,0.9455239176750183
The right margin will be viewed separately in detail with every customer .,neutral,neutral,neutral,0.038139332085847855,0.015410220250487328,0.9464504718780518
The service also enables users to watch e-mails in HTML format en is enhanced with 23 addition languages to choose from .,neutral,neutral,neutral,0.17284129559993744,0.00760304881259799,0.8195556998252869
